# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1817365	1817841	+						69551289	I6H43_RS08375	477		old_locus_tag=I6H43_08375
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1817365	1817841	+	WP_042032207.1	WP_042032207.1		GNAT family N-acetyltransferase		69551289	I6H43_RS08375	477	158	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1817961	1818428	+						69551290	I6H43_RS08380	468		old_locus_tag=I6H43_08380
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1817961	1818428	+	WP_042032208.1	WP_042032208.1		glycine zipper 2TM domain-containing protein		69551290	I6H43_RS08380	468	155	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1818526	1819953	-					amt	69551291	I6H43_RS08385	1428		old_locus_tag=I6H43_08385
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1818526	1819953	-	WP_042032209.1	WP_042032209.1		ammonium transporter	amt	69551291	I6H43_RS08385	1428	475	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1820395	1821318	+						69551292	I6H43_RS08390	924		old_locus_tag=I6H43_08390
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1820395	1821318	+	WP_042032210.1	WP_042032210.1		GGDEF domain-containing protein		69551292	I6H43_RS08390	924	307	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1821421	1822047	-						69551293	I6H43_RS08395	627		old_locus_tag=I6H43_08395
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1821421	1822047	-	WP_042032211.1	WP_042032211.1		outer membrane beta-barrel protein		69551293	I6H43_RS08395	627	208	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1822252	1822890	+						69551294	I6H43_RS08400	639		old_locus_tag=I6H43_08400
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1822252	1822890	+	WP_042032212.1	WP_042032212.1		exopolysaccharide biosynthesis protein		69551294	I6H43_RS08400	639	212	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1822954	1824072	-						69551295	I6H43_RS08405	1119		old_locus_tag=I6H43_08405
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1822954	1824072	-	WP_225628295.1	WP_225628295.1		HAAAP family serine/threonine permease		69551295	I6H43_RS08405	1119	372	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1824658	1825557	-						69551296	I6H43_RS08410	900		old_locus_tag=I6H43_08410
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1824658	1825557	-	WP_042032214.1	WP_042032214.1		GGDEF domain-containing protein		69551296	I6H43_RS08410	900	299	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1825854	1826171	+						69551297	I6H43_RS08415	318		old_locus_tag=I6H43_08415
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1825854	1826171	+	WP_042032215.1	WP_042032215.1		hypothetical protein		69551297	I6H43_RS08415	318	105	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1826195	1826830	+						69551298	I6H43_RS08420	636		old_locus_tag=I6H43_08420
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1826195	1826830	+	WP_042032216.1	WP_042032216.1		Vat family streptogramin A O-acetyltransferase		69551298	I6H43_RS08420	636	211	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1826859	1827275	+						69551299	I6H43_RS08425	417		old_locus_tag=I6H43_08425
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1826859	1827275	+	WP_041209661.1	WP_041209661.1		GNAT family N-acetyltransferase		69551299	I6H43_RS08425	417	138	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1827275	1827847	+						69551300	I6H43_RS08430	573		old_locus_tag=I6H43_08430
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1827275	1827847	+	WP_042032217.1	WP_042032217.1		GNAT family N-acetyltransferase		69551300	I6H43_RS08430	573	190	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1828118	1829869	+						69551301	I6H43_RS08435	1752		old_locus_tag=I6H43_08435
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1828118	1829869	+	WP_156128769.1	WP_156128769.1		hypothetical protein		69551301	I6H43_RS08435	1752	583	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1829871	1830152	+						69551302	I6H43_RS08440	282		old_locus_tag=I6H43_08440
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1829871	1830152	+	WP_042032218.1	WP_042032218.1		hypothetical protein		69551302	I6H43_RS08440	282	93	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1830762	1831832	-					thiH	69551303	I6H43_RS08445	1071		old_locus_tag=I6H43_08445
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1830762	1831832	-	WP_232625597.1	WP_232625597.1		2-iminoacetate synthase ThiH	thiH	69551303	I6H43_RS08445	1071	356	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1832006	1832773	-						69551304	I6H43_RS08450	768		old_locus_tag=I6H43_08450
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1832006	1832773	-	WP_042032220.1	WP_042032220.1		thiazole synthase		69551304	I6H43_RS08450	768	255	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1832775	1832981	-					thiS	69551305	I6H43_RS08455	207		old_locus_tag=I6H43_08455
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1832775	1832981	-	WP_005357774.1	WP_005357774.1		sulfur carrier protein ThiS	thiS	69551305	I6H43_RS08455	207	68	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1832978	1833754	-						69551306	I6H43_RS08460	777		old_locus_tag=I6H43_08460
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1832978	1833754	-	WP_042032221.1	WP_042032221.1		HesA/MoeB/ThiF family protein		69551306	I6H43_RS08460	777	258	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1833744	1835360	-					thiE	69551307	I6H43_RS08465	1617		old_locus_tag=I6H43_08465
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1833744	1835360	-	WP_042032222.1	WP_042032222.1		thiamine phosphate synthase	thiE	69551307	I6H43_RS08465	1617	538	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1835357	1837261	-					thiC	69551308	I6H43_RS08470	1905		old_locus_tag=I6H43_08470
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1835357	1837261	-	WP_193558100.1	WP_193558100.1		phosphomethylpyrimidine synthase ThiC	thiC	69551308	I6H43_RS08470	1905	634	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1837817	1838332	-						69551309	I6H43_RS08475	516		old_locus_tag=I6H43_08475
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1837817	1838332	-	WP_005342946.1	WP_005342946.1		MerR family transcriptional regulator		69551309	I6H43_RS08475	516	171	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1838523	1839986	-						69551310	I6H43_RS08480	1464		old_locus_tag=I6H43_08480
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1838523	1839986	-	WP_167335509.1	WP_167335509.1		aerolysin family beta-barrel pore-forming toxin		69551310	I6H43_RS08480	1464	487	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1840246	1840731	-						69551311	I6H43_RS08485	486		old_locus_tag=I6H43_08485
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1840246	1840731	-	WP_042032225.1	WP_042032225.1		hypothetical protein		69551311	I6H43_RS08485	486	161	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1840816	1841238	-						69551312	I6H43_RS08490	423		old_locus_tag=I6H43_08490
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1840816	1841238	-	WP_033112529.1	WP_033112529.1		hypothetical protein		69551312	I6H43_RS08490	423	140	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1841327	1841995	+						69551313	I6H43_RS08495	669		old_locus_tag=I6H43_08495
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1841327	1841995	+	WP_042032226.1	WP_042032226.1		response regulator transcription factor		69551313	I6H43_RS08495	669	222	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1841992	1843260	+						69551314	I6H43_RS08500	1269		old_locus_tag=I6H43_08500
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1841992	1843260	+	WP_042032227.1	WP_042032227.1		HAMP domain-containing histidine kinase		69551314	I6H43_RS08500	1269	422	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1843311	1844207	-					rimK	69551315	I6H43_RS08505	897		old_locus_tag=I6H43_08505
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1843311	1844207	-	WP_033112532.1	WP_033112532.1		30S ribosomal protein S6--L-glutamate ligase	rimK	69551315	I6H43_RS08505	897	298	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1844438	1848133	-					metH	69551316	I6H43_RS08510	3696		old_locus_tag=I6H43_08510
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1844438	1848133	-	WP_042032228.1	WP_042032228.1		methionine synthase	metH	69551316	I6H43_RS08510	3696	1231	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1848338	1849615	+						69551317	I6H43_RS08515	1278		old_locus_tag=I6H43_08515
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1848338	1849615	+	WP_042032229.1	WP_042032229.1		sodium:proton antiporter		69551317	I6H43_RS08515	1278	425	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1850085	1850261	+						69551318	I6H43_RS08520	177		old_locus_tag=I6H43_08520
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1850085	1850261	+	WP_104016499.1	WP_104016499.1		hypothetical protein		69551318	I6H43_RS08520	177	58	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1850520	1851440	+					melR	69551319	I6H43_RS08525	921		old_locus_tag=I6H43_08525
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1850520	1851440	+	WP_082035491.1	WP_082035491.1		transcriptional regulator MelR	melR	69551319	I6H43_RS08525	921	306	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1851499	1853085	-						69551320	I6H43_RS08530	1587		old_locus_tag=I6H43_08530
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1851499	1853085	-	WP_156128770.1	WP_156128770.1		hypothetical protein		69551320	I6H43_RS08530	1587	528	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1853144	1854544	-					melB	69551321	I6H43_RS08535	1401		old_locus_tag=I6H43_08535
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1853144	1854544	-	WP_042032230.1	WP_042032230.1		melibiose:sodium transporter MelB	melB	69551321	I6H43_RS08535	1401	466	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1854589	1855941	-						69551322	I6H43_RS08540	1353		old_locus_tag=I6H43_08540
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1854589	1855941	-	WP_042032231.1	WP_042032231.1		alpha-glucosidase/alpha-galactosidase		69551322	I6H43_RS08540	1353	450	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1856144	1856653	-						69551323	I6H43_RS08545	510		old_locus_tag=I6H43_08545
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1856144	1856653	-	WP_042032232.1	WP_042032232.1		GNAT family N-acetyltransferase		69551323	I6H43_RS08545	510	169	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1856799	1857620	-						69551324	I6H43_RS08550	822		old_locus_tag=I6H43_08550
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1856799	1857620	-	WP_041209645.1	WP_041209645.1		HDOD domain-containing protein		69551324	I6H43_RS08550	822	273	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1857789	1858055	+						69551325	I6H43_RS08555	267		old_locus_tag=I6H43_08555
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1857789	1858055	+	WP_033112538.1	WP_033112538.1		hypothetical protein		69551325	I6H43_RS08555	267	88	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1858133	1858852	-					aphA	69551326	I6H43_RS08560	720		old_locus_tag=I6H43_08560
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1858133	1858852	-	WP_082035492.1	WP_082035492.1		acid phosphatase AphA	aphA	69551326	I6H43_RS08560	720	239	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1858959	1859633	-						69551327	I6H43_RS08565	675		old_locus_tag=I6H43_08565
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1858959	1859633	-	WP_042032233.1	WP_042032233.1		ATP-binding domain-containing protein		69551327	I6H43_RS08565	675	224	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1859812	1861128	+						69551328	I6H43_RS08570	1317		old_locus_tag=I6H43_08570
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1859812	1861128	+	WP_042032234.1	WP_042032234.1		MFS transporter		69551328	I6H43_RS08570	1317	438	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1861268	1861984	+						69551329	I6H43_RS08575	717		old_locus_tag=I6H43_08575
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1861268	1861984	+	WP_042032235.1	WP_042032235.1		MarC family NAAT transporter		69551329	I6H43_RS08575	717	238	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1862148	1862351	+						69551330	I6H43_RS08580	204		old_locus_tag=I6H43_08580
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1862148	1862351	+	WP_033112613.1	WP_033112613.1		hypothetical protein		69551330	I6H43_RS08580	204	67	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1862475	1863923	-					tldD	69551331	I6H43_RS08585	1449		old_locus_tag=I6H43_08585
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1862475	1863923	-	WP_042032236.1	WP_042032236.1		metalloprotease TldD	tldD	69551331	I6H43_RS08585	1449	482	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1863994	1864827	-						69551332	I6H43_RS08590	834		old_locus_tag=I6H43_08590
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1863994	1864827	-	WP_042032237.1	WP_042032237.1		carbon-nitrogen hydrolase family protein		69551332	I6H43_RS08590	834	277	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1864847	1865434	-						69551333	I6H43_RS08595	588		old_locus_tag=I6H43_08595
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1864847	1865434	-	WP_042032238.1	WP_042032238.1		nucleotidyltransferase domain-containing protein		69551333	I6H43_RS08595	588	195	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1865431	1865763	-						69551334	I6H43_RS08600	333		old_locus_tag=I6H43_08600
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1865431	1865763	-	WP_042032239.1	WP_042032239.1		Dabb family protein		69551334	I6H43_RS08600	333	110	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1865789	1869685	-						69551335	I6H43_RS08605	3897		old_locus_tag=I6H43_08605
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1865789	1869685	-	WP_042032240.1	WP_042032240.1		TIGR02099 family protein		69551335	I6H43_RS08605	3897	1298	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1869686	1871155	-					rng	69551336	I6H43_RS08610	1470		old_locus_tag=I6H43_08610
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1869686	1871155	-	WP_005340056.1	WP_005340056.1		ribonuclease G	rng	69551336	I6H43_RS08610	1470	489	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1871249	1871836	-						69551337	I6H43_RS08615	588		old_locus_tag=I6H43_08615
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1871249	1871836	-	WP_033112547.1	WP_033112547.1		Maf-like protein		69551337	I6H43_RS08615	588	195	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1871839	1872324	-					mreD	69551338	I6H43_RS08620	486		old_locus_tag=I6H43_08620
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1871839	1872324	-	WP_033112548.1	WP_033112548.1		rod shape-determining protein MreD	mreD	69551338	I6H43_RS08620	486	161	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1872324	1873220	-					mreC	69551339	I6H43_RS08625	897		old_locus_tag=I6H43_08625
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1872324	1873220	-	WP_033112549.1	WP_033112549.1		rod shape-determining protein MreC	mreC	69551339	I6H43_RS08625	897	298	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1873263	1874303	-						69551340	I6H43_RS08630	1041		old_locus_tag=I6H43_08630
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1873263	1874303	-	WP_005340051.1	WP_005340051.1		rod shape-determining protein		69551340	I6H43_RS08630	1041	346	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1874508	1878185	-						69551341	I6H43_RS08635	3678		old_locus_tag=I6H43_08635
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1874508	1878185	-	WP_082035493.1	WP_082035493.1		MSHA biogenesis protein MshQ		69551341	I6H43_RS08635	3678	1225	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1878188	1878607	-						69551342	I6H43_RS08640	420		old_locus_tag=I6H43_08640
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1878188	1878607	-	WP_082035494.1	WP_082035494.1		MSHA biogenesis protein MshP		69551342	I6H43_RS08640	420	139	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1878645	1879469	-						69551343	I6H43_RS08645	825		old_locus_tag=I6H43_08645
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1878645	1879469	-	WP_156128779.1	WP_156128779.1		type II secretion system GspH family protein		69551343	I6H43_RS08645	825	274	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1879514	1880074	-						69551344	I6H43_RS08650	561		old_locus_tag=I6H43_08650
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1879514	1880074	-	WP_042032243.1	WP_042032243.1		prepilin-type N-terminal cleavage/methylation domain-containing protein		69551344	I6H43_RS08650	561	186	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1880061	1880519	-						69551345	I6H43_RS08655	459		old_locus_tag=I6H43_08655
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1880061	1880519	-	WP_042032244.1	WP_042032244.1		hypothetical protein		69551345	I6H43_RS08655	459	152	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1880605	1881039	-						69551346	I6H43_RS08660	435		old_locus_tag=I6H43_08660
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1880605	1881039	-	WP_042032245.1	WP_042032245.1		prepilin-type N-terminal cleavage/methylation domain-containing protein		69551346	I6H43_RS08660	435	144	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1881054	1881725	-					mshB	69551347	I6H43_RS08665	672		old_locus_tag=I6H43_08665
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1881054	1881725	-	WP_156128771.1	WP_156128771.1		MSHA fimbrial major subunit MshB	mshB	69551347	I6H43_RS08665	672	223	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1881805	1882266	-						69551348	I6H43_RS08670	462		old_locus_tag=I6H43_08670
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1881805	1882266	-	WP_042032247.1	WP_042032247.1		hypothetical protein		69551348	I6H43_RS08670	462	153	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1882301	1883521	-						69551349	I6H43_RS08675	1221		old_locus_tag=I6H43_08675
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1882301	1883521	-	WP_042032248.1	WP_042032248.1		type II secretion system F family protein		69551349	I6H43_RS08675	1221	406	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1883525	1885234	-					mshE	69551350	I6H43_RS08680	1710		old_locus_tag=I6H43_08680
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1883525	1885234	-	WP_042032249.1	WP_042032249.1		MSHA fimbrial ATPase MshE	mshE	69551350	I6H43_RS08680	1710	569	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1885291	1886382	-						69551351	I6H43_RS08685	1092		old_locus_tag=I6H43_08685
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1885291	1886382	-	WP_042032250.1	WP_042032250.1		tetratricopeptide repeat protein		69551351	I6H43_RS08685	1092	363	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1886379	1887269	-						69551352	I6H43_RS08690	891		old_locus_tag=I6H43_08690
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1886379	1887269	-	WP_042032251.1	WP_042032251.1		AAA family ATPase		69551352	I6H43_RS08690	891	296	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1887362	1889041	-					mshL	69551353	I6H43_RS08695	1680		old_locus_tag=I6H43_08695
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1887362	1889041	-	WP_042032252.1	WP_042032252.1		pilus (MSHA type) biogenesis protein MshL	mshL	69551353	I6H43_RS08695	1680	559	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1889106	1889435	-						69551354	I6H43_RS08700	330		old_locus_tag=I6H43_08700
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1889106	1889435	-	WP_042032253.1	WP_042032253.1		MSHA biogenesis protein MshK		69551354	I6H43_RS08700	330	109	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1889428	1890081	-						69551355	I6H43_RS08705	654		old_locus_tag=I6H43_08705
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1889428	1890081	-	WP_042032254.1	WP_042032254.1		hypothetical protein		69551355	I6H43_RS08705	654	217	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1890081	1890674	-						69551356	I6H43_RS08710	594		old_locus_tag=I6H43_08710
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1890081	1890674	-	WP_042032255.1	WP_042032255.1		MSHA biogenesis protein MshI		69551356	I6H43_RS08710	594	197	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1890674	1891537	-						69551357	I6H43_RS08715	864		old_locus_tag=I6H43_08715
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1890674	1891537	-	WP_042032256.1	WP_042032256.1		hypothetical protein		69551357	I6H43_RS08715	864	287	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1891624	1892550	+						69551358	I6H43_RS08720	927		old_locus_tag=I6H43_08720
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1891624	1892550	+	WP_042032257.1	WP_042032257.1		pyridoxal-phosphate dependent enzyme		69551358	I6H43_RS08720	927	308	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1892555	1894483	-					csrD	69551359	I6H43_RS08725	1929		old_locus_tag=I6H43_08725
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1892555	1894483	-	WP_042032258.1	WP_042032258.1		RNase E specificity factor CsrD	csrD	69551359	I6H43_RS08725	1929	642	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1894986	1896515	+						69551360	I6H43_RS08730	1530		old_locus_tag=I6H43_08730
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1894986	1896515	+	WP_042032260.1	WP_042032260.1		EAL domain-containing protein		69551360	I6H43_RS08730	1530	509	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1896562	1897263	-						69551361	I6H43_RS08735	702		old_locus_tag=I6H43_08735
