# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2599991	2600428	+							KYK33_RS12050	438		old_locus_tag=KYK33_12045
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2599991	2600428	+	WP_042654512.1	WP_042654512.1		DUF4124 domain-containing protein			KYK33_RS12050	438	145	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2600513	2602933	-							KYK33_RS12055	2421		old_locus_tag=KYK33_12050
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2600513	2602933	-	WP_224430670.1	WP_224430670.1		glycoside hydrolase family 3 C-terminal domain-containing protein			KYK33_RS12055	2421	806	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2603233	2604270	+							KYK33_RS12060	1038		old_locus_tag=KYK33_12055
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2603233	2604270	+	WP_224430671.1	WP_224430671.1		AraC family transcriptional regulator			KYK33_RS12060	1038	345	
gene	pseudogene	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2604614	2605384	+							KYK33_RS12065	771		partial;pseudo
CDS	without_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2604614	2605384	+				PAS domain-containing protein			KYK33_RS12065	771		partial;pseudo
gene	pseudogene	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2605544	2605912	+							KYK33_RS12070	369		partial;pseudo
CDS	without_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2605544	2605912	+				methyl-accepting chemotaxis protein			KYK33_RS12070	369		partial;pseudo
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2606240	2606821	+					rsxA		KYK33_RS12075	582		old_locus_tag=KYK33_12065
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2606240	2606821	+	WP_042042230.1	WP_042042230.1		electron transport complex subunit RsxA	rsxA		KYK33_RS12075	582	193	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2606826	2607389	+					rsxB		KYK33_RS12080	564		old_locus_tag=KYK33_12070
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2606826	2607389	+	WP_042042231.1	WP_042042231.1		electron transport complex subunit RsxB	rsxB		KYK33_RS12080	564	187	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2607392	2610025	+					rsxC		KYK33_RS12085	2634		old_locus_tag=KYK33_12075
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2607392	2610025	+	WP_224430672.1	WP_224430672.1		electron transport complex subunit RsxC	rsxC		KYK33_RS12085	2634	877	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2610029	2611081	+					rsxD		KYK33_RS12090	1053		old_locus_tag=KYK33_12080
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2610029	2611081	+	WP_224430673.1	WP_224430673.1		electron transport complex subunit RsxD	rsxD		KYK33_RS12090	1053	350	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2611315	2611953	+					rsxG		KYK33_RS12095	639		old_locus_tag=KYK33_12085
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2611315	2611953	+	WP_224430674.1	WP_224430674.1		electron transport complex subunit RsxG	rsxG		KYK33_RS12095	639	212	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2611950	2612669	+							KYK33_RS12100	720		old_locus_tag=KYK33_12090
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2611950	2612669	+	WP_042042234.1	WP_042042234.1		electron transport complex subunit E			KYK33_RS12100	720	239	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2612694	2613335	+					nth		KYK33_RS12105	642		old_locus_tag=KYK33_12095
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2612694	2613335	+	WP_042042235.1	WP_042042235.1		endonuclease III	nth		KYK33_RS12105	642	213	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2613339	2613752	+					gloA		KYK33_RS12110	414		old_locus_tag=KYK33_12100
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2613339	2613752	+	WP_224430675.1	WP_224430675.1		lactoylglutathione lyase	gloA		KYK33_RS12110	414	137	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2613848	2614519	-							KYK33_RS12115	672		old_locus_tag=KYK33_12105
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2613848	2614519	-	WP_224430676.1	WP_224430676.1		hypothetical protein			KYK33_RS12115	672	223	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2614696	2615571	-							KYK33_RS12120	876		old_locus_tag=KYK33_12110
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2614696	2615571	-	WP_198135268.1	WP_198135268.1		OmpA family protein			KYK33_RS12120	876	291	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2615926	2616606	+					rnt		KYK33_RS12125	681		old_locus_tag=KYK33_12115
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2615926	2616606	+	WP_042042238.1	WP_042042238.1		ribonuclease T	rnt		KYK33_RS12125	681	226	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2616779	2618101	+							KYK33_RS12130	1323		old_locus_tag=KYK33_12120
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2616779	2618101	+	WP_042042239.1	WP_042042239.1		Na+/H+ antiporter family protein			KYK33_RS12130	1323	440	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2618249	2618494	+							KYK33_RS12135	246		old_locus_tag=KYK33_12125
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2618249	2618494	+	WP_042042240.1	WP_042042240.1		hypothetical protein			KYK33_RS12135	246	81	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2618619	2619368	-							KYK33_RS12140	750		old_locus_tag=KYK33_12130
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2618619	2619368	-	WP_224430677.1	WP_224430677.1		class I SAM-dependent methyltransferase			KYK33_RS12140	750	249	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2619519	2619899	-							KYK33_RS12145	381		old_locus_tag=KYK33_12135
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2619519	2619899	-	WP_224430678.1	WP_224430678.1		STAS/SEC14 domain-containing protein			KYK33_RS12145	381	126	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2620328	2623207	-					gcvP		KYK33_RS12150	2880		old_locus_tag=KYK33_12140
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2620328	2623207	-	WP_224430679.1	WP_224430679.1		aminomethyl-transferring glycine dehydrogenase	gcvP		KYK33_RS12150	2880	959	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2623442	2623831	-					gcvH		KYK33_RS12155	390		old_locus_tag=KYK33_12145
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2623442	2623831	-	WP_042042245.1	WP_042042245.1		glycine cleavage system protein GcvH	gcvH		KYK33_RS12155	390	129	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2623907	2625004	-					gcvT		KYK33_RS12160	1098		old_locus_tag=KYK33_12150
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2623907	2625004	-	WP_042042246.1	WP_042042246.1		glycine cleavage system aminomethyltransferase GcvT	gcvT		KYK33_RS12160	1098	365	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2625387	2626637	-							KYK33_RS12165	1251		old_locus_tag=KYK33_12155
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2625387	2626637	-	WP_224433006.1	WP_224433006.1		FAD-dependent 2-octaprenylphenol hydroxylase			KYK33_RS12165	1251	416	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2626686	2627933	-					ubiH		KYK33_RS12170	1248		old_locus_tag=KYK33_12160
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2626686	2627933	-	WP_224430680.1	WP_224430680.1		2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH		KYK33_RS12170	1248	415	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2628090	2628659	-							KYK33_RS12175	570		old_locus_tag=KYK33_12165
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2628090	2628659	-	WP_042042248.1	WP_042042248.1		UPF0149 family protein			KYK33_RS12175	570	189	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2628833	2629165	+					zapA		KYK33_RS12180	333		old_locus_tag=KYK33_12170
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2628833	2629165	+	WP_042042249.1	WP_042042249.1		cell division protein ZapA	zapA		KYK33_RS12180	333	110	
gene	ncRNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2629183	2629365	+					ssrS		KYK33_RS12185	183		old_locus_tag=KYK33_12175
ncRNA	other	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2629183	2629365	+				6S RNA	ssrS		KYK33_RS12185	183		
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2629606	2631897	-							KYK33_RS12190	2292		old_locus_tag=KYK33_12180
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2629606	2631897	-	WP_224430681.1	WP_224430681.1		FdhF/YdeP family oxidoreductase			KYK33_RS12190	2292	763	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2631884	2632690	-							KYK33_RS12195	807		old_locus_tag=KYK33_12185
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2631884	2632690	-	WP_224430682.1	WP_224430682.1		formate dehydrogenase accessory sulfurtransferase FdhD			KYK33_RS12195	807	268	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2632852	2633754	+							KYK33_RS12200	903		old_locus_tag=KYK33_12190
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2632852	2633754	+	WP_224430683.1	WP_224430683.1		LysR family transcriptional regulator			KYK33_RS12200	903	300	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2633873	2635069	-					emrD		KYK33_RS12205	1197		old_locus_tag=KYK33_12195
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2633873	2635069	-	WP_224430684.1	WP_224430684.1		multidrug efflux MFS transporter EmrD	emrD		KYK33_RS12205	1197	398	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2635322	2636758	-							KYK33_RS12210	1437		old_locus_tag=KYK33_12200
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2635322	2636758	-	WP_224430685.1	WP_224430685.1		ATP-binding cassette domain-containing protein			KYK33_RS12210	1437	478	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2636755	2637561	-							KYK33_RS12215	807		old_locus_tag=KYK33_12205
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2636755	2637561	-	WP_224430686.1	WP_224430686.1		ABC transporter permease			KYK33_RS12215	807	268	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2637564	2638526	-							KYK33_RS12220	963		old_locus_tag=KYK33_12210
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2637564	2638526	-	WP_224430687.1	WP_224430687.1		ABC transporter permease			KYK33_RS12220	963	320	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2638523	2640049	-							KYK33_RS12225	1527		old_locus_tag=KYK33_12215
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2638523	2640049	-	WP_224430688.1	WP_224430688.1		ABC transporter substrate-binding protein			KYK33_RS12225	1527	508	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2640260	2640922	-							KYK33_RS12230	663		old_locus_tag=KYK33_12220
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2640260	2640922	-	WP_224433007.1	WP_224433007.1		glutathione S-transferase N-terminal domain-containing protein			KYK33_RS12230	663	220	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2640982	2641605	-							KYK33_RS12235	624		old_locus_tag=KYK33_12225
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2640982	2641605	-	WP_224430689.1	WP_224430689.1		glutathione S-transferase family protein			KYK33_RS12235	624	207	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2641683	2642288	+							KYK33_RS12240	606		old_locus_tag=KYK33_12230
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2641683	2642288	+	WP_224430690.1	WP_224430690.1		TetR/AcrR family transcriptional regulator			KYK33_RS12240	606	201	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2642285	2642749	-							KYK33_RS12245	465		old_locus_tag=KYK33_12235
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2642285	2642749	-	WP_224430691.1	WP_224430691.1		hypothetical protein			KYK33_RS12245	465	154	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2642962	2643765	+					suhB		KYK33_RS12250	804		old_locus_tag=KYK33_12240
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2642962	2643765	+	WP_042042263.1	WP_042042263.1		inositol-1-monophosphatase	suhB		KYK33_RS12250	804	267	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2644090	2645721	-							KYK33_RS12255	1632		old_locus_tag=KYK33_12245
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2644090	2645721	-	WP_224430692.1	WP_224430692.1		methyl-accepting chemotaxis protein			KYK33_RS12255	1632	543	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2646251	2647231	+							KYK33_RS12260	981		old_locus_tag=KYK33_12250
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2646251	2647231	+	WP_224430693.1	WP_224430693.1		Gfo/Idh/MocA family oxidoreductase			KYK33_RS12260	981	326	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2647300	2647773	-							KYK33_RS12265	474		old_locus_tag=KYK33_12255
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2647300	2647773	-	WP_224430694.1	WP_224430694.1		SRPBCC family protein			KYK33_RS12265	474	157	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2647886	2648380	-							KYK33_RS12270	495		old_locus_tag=KYK33_12260
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2647886	2648380	-	WP_224430695.1	WP_224430695.1		VOC family protein			KYK33_RS12270	495	164	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2648490	2648705	-							KYK33_RS12275	216		
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2648490	2648705	-	WP_224430696.1	WP_224430696.1		hypothetical protein			KYK33_RS12275	216	71	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2648843	2649310	-					soxR		KYK33_RS12280	468		old_locus_tag=KYK33_12270
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2648843	2649310	-	WP_224433008.1	WP_224433008.1		redox-sensitive transcriptional activator SoxR	soxR		KYK33_RS12280	468	155	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2649591	2650595	+							KYK33_RS12285	1005		old_locus_tag=KYK33_12275
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2649591	2650595	+	WP_224430697.1	WP_224430697.1		questin oxidase family protein			KYK33_RS12285	1005	334	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2650705	2651034	-							KYK33_RS12290	330		old_locus_tag=KYK33_12280
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2650705	2651034	-	WP_224430698.1	WP_224430698.1		DHCW motif cupin fold protein			KYK33_RS12290	330	109	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2651100	2651561	-							KYK33_RS12295	462		old_locus_tag=KYK33_12285
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2651100	2651561	-	WP_224430699.1	WP_224430699.1		protease			KYK33_RS12295	462	153	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2651602	2652660	-							KYK33_RS12300	1059		old_locus_tag=KYK33_12290
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2651602	2652660	-	WP_224430700.1	WP_224430700.1		peptidase M35			KYK33_RS12300	1059	352	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2653052	2653690	-							KYK33_RS12305	639		old_locus_tag=KYK33_12295
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2653052	2653690	-	WP_198135274.1	WP_198135274.1		DUF2913 family protein			KYK33_RS12305	639	212	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2653829	2655115	-							KYK33_RS12310	1287		old_locus_tag=KYK33_12300
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2653829	2655115	-	WP_224430701.1	WP_224430701.1		DEAD/DEAH box helicase			KYK33_RS12310	1287	428	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2655631	2656512	+							KYK33_RS12315	882		old_locus_tag=KYK33_12305
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2655631	2656512	+	WP_224433009.1	WP_224433009.1		autotransporter outer membrane beta-barrel domain-containing protein			KYK33_RS12315	882	293	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2656543	2657097	+							KYK33_RS12320	555		old_locus_tag=KYK33_12310
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2656543	2657097	+	WP_084218198.1	WP_084218198.1		DUF4256 domain-containing protein			KYK33_RS12320	555	184	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2657187	2658077	+							KYK33_RS12325	891		old_locus_tag=KYK33_12315
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2657187	2658077	+	WP_224430702.1	WP_224430702.1		NERD domain-containing protein			KYK33_RS12325	891	296	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2658144	2659310	-							KYK33_RS12330	1167		old_locus_tag=KYK33_12320
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2658144	2659310	-	WP_224430703.1	WP_224430703.1		DUF1615 domain-containing protein			KYK33_RS12330	1167	388	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2659592	2661262	-					leuA		KYK33_RS12335	1671		old_locus_tag=KYK33_12325
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2659592	2661262	-	WP_224430704.1	WP_224430704.1		2-isopropylmalate synthase	leuA		KYK33_RS12335	1671	556	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2661814	2665038	-					carB		KYK33_RS12340	3225		old_locus_tag=KYK33_12330
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2661814	2665038	-	WP_042042276.1	WP_042042276.1		carbamoyl-phosphate synthase large subunit	carB		KYK33_RS12340	3225	1074	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2665055	2666191	-					carA		KYK33_RS12345	1137		old_locus_tag=KYK33_12335
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2665055	2666191	-	WP_224430705.1	WP_224430705.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		KYK33_RS12345	1137	378	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2666811	2667623	-					dapB		KYK33_RS12350	813		old_locus_tag=KYK33_12340
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2666811	2667623	-	WP_224430706.1	WP_224430706.1		4-hydroxy-tetrahydrodipicolinate reductase	dapB		KYK33_RS12350	813	270	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2667908	2669257	+							KYK33_RS12355	1350		old_locus_tag=KYK33_12345
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2667908	2669257	+	WP_224430707.1	WP_224430707.1		Na+/H+ antiporter NhaC family protein			KYK33_RS12355	1350	449	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2669373	2669963	+							KYK33_RS12360	591		old_locus_tag=KYK33_12350
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2669373	2669963	+	WP_224430708.1	WP_224430708.1		5-formyltetrahydrofolate cyclo-ligase			KYK33_RS12360	591	196	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2670198	2670851	+					rpiA		KYK33_RS12365	654		old_locus_tag=KYK33_12355
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2670198	2670851	+	WP_224430709.1	WP_224430709.1		ribose-5-phosphate isomerase RpiA	rpiA		KYK33_RS12365	654	217	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2671051	2672283	+					serA		KYK33_RS12370	1233		old_locus_tag=KYK33_12360
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2671051	2672283	+	WP_042042282.1	WP_042042282.1		phosphoglycerate dehydrogenase	serA		KYK33_RS12370	1233	410	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2672355	2673056	-							KYK33_RS12375	702		old_locus_tag=KYK33_12365
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2672355	2673056	-	WP_042042283.1	WP_042042283.1		SIMPL domain-containing protein			KYK33_RS12375	702	233	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2673111	2673668	-							KYK33_RS12380	558		old_locus_tag=KYK33_12370
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2673111	2673668	-	WP_224430710.1	WP_224430710.1		hypothetical protein			KYK33_RS12380	558	185	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2673759	2686664	-							KYK33_RS12385	12906		
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2673759	2686664	-	WP_224430711.1	WP_224430711.1		retention module-containing protein			KYK33_RS12385	12906	4301	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2686946	2688868	-							KYK33_RS12390	1923		old_locus_tag=KYK33_12410
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2686946	2688868	-	WP_224430712.1	WP_224430712.1		EAL domain-containing protein			KYK33_RS12390	1923	640	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2688872	2689564	-							KYK33_RS12395	693		old_locus_tag=KYK33_12415
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2688872	2689564	-	WP_224433010.1	WP_224433010.1		transglutaminase-like cysteine peptidase			KYK33_RS12395	693	230	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2689740	2691059	-							KYK33_RS12400	1320		old_locus_tag=KYK33_12420
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2689740	2691059	-	WP_005907529.1	WP_005907529.1		TolC family outer membrane protein			KYK33_RS12400	1320	439	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2691096	2692487	-							KYK33_RS12405	1392		old_locus_tag=KYK33_12425
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2691096	2692487	-	WP_224430713.1	WP_224430713.1		HlyD family type I secretion periplasmic adaptor subunit			KYK33_RS12405	1392	463	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2692480	2694624	-							KYK33_RS12410	2145		old_locus_tag=KYK33_12430
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2692480	2694624	-	WP_224430714.1	WP_224430714.1		type I secretion system permease/ATPase			KYK33_RS12410	2145	714	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2695002	2695931	-							KYK33_RS12415	930		old_locus_tag=KYK33_12435
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2695002	2695931	-	WP_224430715.1	WP_224430715.1		TIGR01212 family radical SAM protein			KYK33_RS12415	930	309	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2696533	2700990	+					gltB		KYK33_RS12420	4458		old_locus_tag=KYK33_12440
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2696533	2700990	+	WP_224430716.1	WP_224430716.1		glutamate synthase large subunit	gltB		KYK33_RS12420	4458	1485	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	2701002	2702417	+							KYK33_RS12425	1416		old_locus_tag=KYK33_12445
